Time;Output 1;Output 2;Output 3;Output 4
15:57:09;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:10;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:11;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:12;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:13;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:14;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:15;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:16;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:17;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:18;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:19;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:20;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:21;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:22;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:23;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:24;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:25;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:26;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:27;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:29;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:30;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:31;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:32;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:33;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:34;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:35;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:36;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:37;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:38;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:39;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:40;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:41;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:42;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:43;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:44;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:45;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:46;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:47;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:48;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:49;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:50;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:51;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:52;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:54;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:55;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:56;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:57;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:58;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:57:59;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:58:00;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:58:01;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:58:02;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:58:03;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:58:04;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:58:05;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:58:06;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:58:07;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:58:08;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:58:09;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:58:10;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:58:11;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:58:12;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:58:13;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:58:14;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:58:15;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:58:16;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:58:17;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:58:19;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:58:20;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:58:21;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:58:22;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:58:23;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:58:24;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:58:25;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:58:26;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:58:27;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:58:28;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:58:29;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:58:30;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:58:31;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:58:32;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:58:33;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:58:34;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:58:35;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:58:36;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:58:37;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:58:38;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:58:39;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:58:40;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:58:41;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:58:42;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;
15:58:43;;;;HIGHACTIVE
15:58:44;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:58:45;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:58:46;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:58:47;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:58:48;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:58:49;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:58:50;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:58:51;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:58:52;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:58:53;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:58:54;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:58:55;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:58:56;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:58:57;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:58:58;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:58:59;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:59:00;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:59:01;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:59:02;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:59:03;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:59:04;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:59:05;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:59:06;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:59:08;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:59:09;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:59:10;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:59:11;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:59:12;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:59:13;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:59:14;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:59:15;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:59:16;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:59:17;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:59:18;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:59:19;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:59:20;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:59:21;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:59:22;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:59:23;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:59:24;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:59:25;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:59:26;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:59:27;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:59:28;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:59:29;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:59:30;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:59:31;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:59:33;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:59:34;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:59:35;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:59:36;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:59:37;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:59:38;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:59:39;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:59:40;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:59:41;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:59:42;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:59:43;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:59:44;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:59:45;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:59:46;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:59:47;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:59:48;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:59:49;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:59:50;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:59:51;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:59:52;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:59:53;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:59:54;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:59:55;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:59:56;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:59:58;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
15:59:59;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
16:00:00;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
16:00:01;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
16:00:02;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
16:00:03;HIGHACTIVE;HIGHACTIVE;LOWACTIVE;HIGHACTIVE
16:00:04;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:00:05;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:00:06;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:00:07;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:00:08;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:00:09;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:00:10;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:00:11;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:00:12;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:00:13;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:00:14;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:00:15;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:00:16;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:00:17;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:00:18;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:00:19;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:00:20;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:00:21;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:00:23;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:00:24;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:00:25;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:00:26;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:00:27;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:00:28;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:00:29;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:00:30;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:00:31;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:00:32;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:00:33;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:00:34;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:00:35;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:00:36;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:00:37;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:00:38;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:00:39;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:00:40;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:00:41;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:00:42;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:00:43;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:00:44;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:00:45;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:00:46;LOWACTIVE;;;
16:00:47;;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:00:48;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:00:49;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:00:50;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:00:51;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:00:52;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:00:53;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:00:54;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:00:55;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:00:56;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:00:57;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:00:58;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:00:59;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:01:00;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:01:01;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:01:02;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:01:03;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:01:04;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:01:05;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:01:06;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:01:07;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:01:08;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:01:09;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:01:10;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:01:12;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:01:13;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:01:14;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:01:15;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:01:16;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:01:17;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:01:18;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:01:19;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:01:20;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:01:21;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:01:22;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:01:23;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:01:24;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:01:25;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:01:26;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:01:27;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:01:28;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:01:29;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:01:30;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:01:31;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:01:32;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:01:33;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:01:34;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:01:35;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:01:37;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:01:38;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:01:39;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:01:40;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:01:41;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:01:42;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:01:43;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:01:44;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:01:45;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:01:46;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:01:47;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:01:48;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:01:49;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:01:50;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:01:51;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:01:52;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:01:53;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:01:54;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:01:55;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:01:56;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:01:57;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:01:58;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:01:59;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:02:00;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:02:02;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:02:03;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:02:04;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:02:05;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:02:06;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:02:07;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:02:08;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:02:09;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:02:10;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:02:11;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:02:12;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
16:02:13;LOWACTIVE;HIGHACTIVE;LOWACTIVE;LOWACTIVE
